exercise_name,type,bodypart,equipment,target
assisted lying calves stretch,none,lower legs,assisted,calves
assisted lying glutes stretch,none,upper legs,assisted,glutes
assisted lying gluteus and piriformis stretch,none,upper legs,assisted,glutes
assisted lying leg raise with lateral throw down,none,waist,assisted,abs
assisted lying leg raise with throw down,none,waist,assisted,abs
assisted motion russian twist,none,waist,medicine ball,abs
assisted parallel close grip pull-up,none,back,leverage machine,lats
assisted prone hamstring,none,upper legs,assisted,hamstrings
assisted prone lying quads stretch,none,upper legs,assisted,quads
assisted prone rectus femoris stretch,none,waist,assisted,abs
assisted pull-up,none,back,leverage machine,lats
assisted seated pectoralis major stretch with stability ball,none,chest,assisted,pectorals
assisted side lying adductor stretch,none,upper legs,assisted,adductors
assisted sit-up,none,waist,assisted,abs
assisted standing chin-up,none,back,leverage machine,lats
assisted standing pull-up,none,back,leverage machine,lats
assisted standing triceps extension (with towel),none,upper arms,assisted,triceps
assisted triceps dip (kneeling),none,upper arms,leverage machine,triceps
assisted wide-grip chest dip (kneeling),none,chest,leverage machine,pectorals
astride jumps (male),none,cardio,body weight,cardiovascular system
back and forth step,none,cardio,body weight,cardiovascular system
back extension on exercise ball,none,back,stability ball,spine
back lever,none,back,body weight,upper back
back pec stretch,none,back,body weight,lats
backward jump,none,upper legs,body weight,quads
balance board,none,upper legs,body weight,quads
band alternating biceps curl,none,upper arms,band,biceps
band alternating v-up,none,waist,band,abs
band assisted pull-up,none,back,band,lats
band assisted wheel rollerout,none,waist,band,abs
band bench press,none,chest,band,pectorals
band bent-over hip extension,none,upper legs,band,glutes
band bicycle crunch,none,waist,band,abs
band close-grip pulldown,none,back,band,lats
band close-grip push-up,none,upper arms,band,triceps
band concentration curl,none,upper arms,band,biceps
band fixed back close grip pulldown,none,back,band,lats
band fixed back underhand pulldown,none,back,band,lats
band front lateral raise,none,shoulders,band,delts
band front raise,none,shoulders,band,delts
band hip lift,none,upper legs,band,glutes
band horizontal pallof press,none,waist,band,abs
band jack knife sit-up,none,waist,band,abs
band kneeling one arm pulldown,none,back,band,lats
band kneeling twisting crunch,none,waist,band,abs
band lying hip internal rotation,none,upper legs,band,glutes
band lying straight leg raise,none,waist,band,abs
band one arm overhead biceps curl,none,upper arms,band,biceps
band one arm single leg split squat,none,upper legs,band,quads
band one arm standing low row,none,back,band,upper back
band one arm twisting chest press,none,chest,band,pectorals
band one arm twisting seated row,none,back,band,upper back
band pull through,none,upper legs,band,glutes
band push sit-up,none,waist,band,abs
band reverse fly,none,shoulders,band,delts
band reverse wrist curl,none,lower arms,band,forearms
band seated hip internal rotation,none,upper legs,band,glutes
band seated twist,none,waist,band,abs
band shoulder press,none,shoulders,band,delts
band shrug,none,back,band,traps
band side triceps extension,none,upper arms,band,triceps
band single leg calf raise,none,lower legs,band,calves
band single leg reverse calf raise,none,lower legs,band,calves
band single leg split squat,none,upper legs,band,quads
band squat,none,upper legs,band,glutes
band squat row,none,upper legs,band,glutes
band standing crunch,none,waist,band,abs
band standing rear delt row,none,shoulders,band,delts
band standing twisting crunch,none,waist,band,abs
band step-up,none,upper legs,band,glutes
band stiff leg deadlift,none,upper legs,band,glutes
band straight back stiff leg deadlift,none,upper legs,band,glutes
band straight leg deadlift,none,back,band,spine
band twisting overhead press,none,shoulders,band,delts
band two legs calf raise - (band under both legs) v. 2,none,lower legs,band,calves
band underhand pulldown,none,back,band,lats
band v-up,none,waist,band,abs
band vertical pallof press,none,waist,band,abs
band wrist curl,none,lower arms,band,forearms
band y-raise,none,shoulders,band,delts
barbell alternate biceps curl,none,upper arms,barbell,biceps
barbell bench front squat,none,upper legs,barbell,quads
barbell bench press,none,chest,barbell,pectorals
barbell bench squat,none,upper legs,barbell,quads
barbell bent arm pullover,none,back,barbell,lats
barbell bent over row,none,back,barbell,upper back
barbell biceps curl (with arm blaster),none,upper arms,barbell,biceps
barbell clean and press,none,upper legs,barbell,quads
barbell clean-grip front squat,none,upper legs,barbell,glutes
barbell close-grip bench press,none,upper arms,barbell,triceps
barbell curl,none,upper arms,barbell,biceps
barbell deadlift,none,upper legs,barbell,glutes
barbell decline bench press,none,chest,barbell,pectorals
barbell decline bent arm pullover,none,back,barbell,lats
barbell decline close grip to skull press,none,upper arms,barbell,triceps
barbell decline pullover,none,chest,barbell,pectorals
barbell decline wide-grip press,none,chest,barbell,pectorals
barbell decline wide-grip pullover,none,back,barbell,lats
barbell drag curl,none,upper arms,barbell,biceps
barbell floor calf raise,none,lower legs,barbell,calves
barbell front chest squat,none,upper legs,barbell,glutes
barbell front raise,none,shoulders,barbell,delts
barbell front raise and pullover,none,chest,barbell,pectorals
barbell front squat,none,upper legs,barbell,glutes
barbell full squat,none,upper legs,barbell,glutes
barbell full squat (back pov),none,upper legs,barbell,glutes
barbell full squat (side pov),none,upper legs,barbell,glutes
barbell full zercher squat,none,upper legs,barbell,glutes
barbell glute bridge,none,upper legs,barbell,glutes
barbell glute bridge two legs on bench (male),none,upper legs,barbell,glutes
barbell good morning,none,upper legs,barbell,hamstrings
barbell guillotine bench press,none,chest,barbell,pectorals
barbell hack squat,none,upper legs,barbell,glutes
barbell high bar squat,none,upper legs,barbell,glutes
barbell incline bench press,none,chest,barbell,pectorals
barbell incline close grip bench press,none,upper arms,barbell,triceps
barbell incline reverse-grip press,none,upper arms,barbell,triceps
barbell incline row,none,back,barbell,upper back
barbell incline shoulder raise,none,chest,barbell,serratus anterior
barbell jefferson squat,none,upper legs,barbell,glutes
barbell jm bench press,none,upper arms,barbell,triceps
barbell jump squat,none,upper legs,barbell,glutes
barbell lateral lunge,none,upper legs,barbell,glutes
barbell low bar squat,none,upper legs,barbell,glutes
barbell lunge,none,upper legs,barbell,glutes
barbell lying back of the head tricep extension,none,upper arms,barbell,triceps
barbell lying close-grip press,none,upper arms,barbell,triceps
barbell lying close-grip triceps extension,none,upper arms,barbell,triceps
barbell lying extension,none,upper arms,barbell,triceps
barbell lying lifting (on hip),none,upper legs,barbell,glutes
barbell lying preacher curl,none,upper arms,barbell,biceps
barbell lying triceps extension,none,upper arms,barbell,triceps
barbell lying triceps extension skull crusher,none,upper arms,barbell,triceps
barbell narrow stance squat,none,upper legs,barbell,glutes
barbell one arm bent over row,none,back,barbell,upper back
barbell one arm floor press,none,upper arms,barbell,triceps
barbell one arm side deadlift,none,upper legs,barbell,glutes
barbell one arm snatch,none,shoulders,barbell,delts
barbell one leg squat,none,upper legs,barbell,quads
barbell overhead squat,none,upper legs,barbell,quads
barbell palms down wrist curl over a bench,none,lower arms,barbell,forearms
barbell palms up wrist curl over a bench,none,lower arms,barbell,forearms
barbell pendlay row,none,back,barbell,upper back
barbell pin presses,none,upper arms,barbell,triceps
barbell preacher curl,none,upper arms,barbell,biceps
barbell press sit-up,none,waist,barbell,abs
barbell prone incline curl,none,upper arms,barbell,biceps
barbell pullover,none,back,barbell,lats
barbell pullover to press,none,back,barbell,lats
barbell rack pull,none,upper legs,barbell,glutes
barbell rear delt raise,none,shoulders,barbell,delts
barbell rear delt row,none,shoulders,barbell,delts
barbell rear lunge,none,upper legs,barbell,glutes
barbell rear lunge v. 2,none,upper legs,barbell,glutes
barbell revers wrist curl v. 2,none,lower arms,barbell,forearms
barbell reverse close-grip bench press,none,upper arms,barbell,triceps
barbell reverse curl,none,upper arms,barbell,biceps
barbell reverse grip bent over row,none,back,barbell,upper back
barbell reverse grip decline bench press,none,chest,barbell,pectorals
barbell reverse grip incline bench press,none,chest,barbell,pectorals
barbell reverse grip incline bench row,none,back,barbell,upper back
barbell reverse grip skullcrusher,none,upper arms,barbell,triceps
barbell reverse preacher curl,none,upper arms,barbell,biceps
barbell reverse wrist curl,none,lower arms,barbell,forearms
barbell rollerout,none,waist,barbell,abs
barbell rollerout from bench,none,waist,barbell,abs
barbell romanian deadlift,none,upper legs,barbell,glutes
barbell seated behind head military press,none,shoulders,barbell,delts
barbell seated bradford rocky press,none,shoulders,barbell,delts
barbell seated calf raise,none,lower legs,barbell,calves
barbell seated calf raise,none,lower legs,barbell,calves
barbell seated close grip behind neck triceps extension,none,upper arms,barbell,triceps
barbell seated close-grip concentration curl,none,upper arms,barbell,biceps
barbell seated good morning,none,upper legs,barbell,glutes
barbell seated overhead press,none,shoulders,barbell,delts
barbell seated overhead triceps extension,none,upper arms,barbell,triceps
barbell seated twist,none,waist,barbell,abs
barbell shrug,none,back,barbell,traps
barbell side bent v. 2,none,waist,barbell,abs
barbell side split squat,none,upper legs,barbell,quads
barbell side split squat v. 2,none,upper legs,barbell,quads
barbell single leg deadlift,none,upper legs,barbell,glutes
barbell single leg split squat,none,upper legs,barbell,quads
barbell sitted alternate leg raise,none,waist,barbell,abs
barbell sitted alternate leg raise (female),none,waist,barbell,abs
barbell skier,none,shoulders,barbell,delts
barbell speed squat,none,upper legs,barbell,glutes
barbell split squat v. 2,none,upper legs,barbell,quads
barbell squat (on knees),none,upper legs,barbell,quads
barbell squat jump step rear lunge,none,upper legs,barbell,quads
barbell standing ab rollerout,none,waist,barbell,abs
barbell standing back wrist curl,none,lower arms,barbell,forearms
barbell standing bradford press,none,shoulders,barbell,delts
barbell standing calf raise,none,lower legs,barbell,calves
barbell standing close grip curl,none,upper arms,barbell,biceps
barbell standing close grip military press,none,shoulders,barbell,delts
barbell standing concentration curl,none,upper arms,barbell,biceps
barbell standing front raise over head,none,shoulders,barbell,delts
barbell standing leg calf raise,none,lower legs,barbell,calves
barbell standing overhead triceps extension,none,upper arms,barbell,triceps
barbell standing reverse grip curl,none,upper arms,barbell,biceps
barbell standing rocking leg calf raise,none,lower legs,barbell,calves
barbell standing twist,none,waist,barbell,abs
barbell standing wide grip biceps curl,none,upper arms,barbell,biceps
barbell standing wide military press,none,shoulders,barbell,delts
barbell standing wide-grip curl,none,upper arms,barbell,biceps
barbell step-up,none,upper legs,barbell,glutes
barbell stiff leg good morning,none,upper legs,barbell,glutes
barbell straight leg deadlift,none,upper legs,barbell,hamstrings
barbell sumo deadlift,none,upper legs,barbell,glutes
barbell thruster,none,shoulders,barbell,delts
barbell upright row,none,shoulders,barbell,delts
barbell upright row v. 2,none,shoulders,barbell,delts
barbell upright row v. 3,none,shoulders,barbell,delts
barbell wide bench press,none,chest,barbell,pectorals
barbell wide reverse grip bench press,none,chest,barbell,pectorals
barbell wide squat,none,upper legs,barbell,quads
barbell wide-grip upright row,none,shoulders,barbell,delts
barbell wrist curl,none,lower arms,barbell,forearms
barbell wrist curl v. 2,none,lower arms,barbell,forearms
barbell zercher squat,none,upper legs,barbell,glutes
basic toe touch (male),none,upper legs,body weight,glutes
battling ropes,none,shoulders,rope,delts
bear crawl,none,cardio,body weight,cardiovascular system
behind head chest stretch,none,chest,assisted,pectorals
bench dip (knees bent),none,upper arms,body weight,triceps
bench dip on floor,none,upper arms,body weight,triceps
bench hip extension,none,upper legs,body weight,glutes
bench pull-ups,none,back,body weight,lats
bent knee lying twist (male),none,upper legs,body weight,glutes
biceps leg concentration curl,none,upper arms,body weight,biceps
biceps narrow pull-ups,none,upper arms,body weight,biceps
biceps pull-up,none,upper arms,body weight,biceps
body-up,none,upper arms,body weight,triceps
bodyweight drop jump squat,none,upper legs,body weight,glutes
bodyweight incline side plank,none,waist,body weight,abs
bodyweight kneeling triceps extension,none,upper arms,body weight,triceps
bodyweight side lying biceps curl,none,upper arms,body weight,biceps
bodyweight squatting row,none,back,body weight,upper back
bodyweight squatting row (with towel),none,back,body weight,upper back
bodyweight standing calf raise,none,lower legs,body weight,calves
bodyweight standing close-grip one arm row,none,back,body weight,upper back
bodyweight standing close-grip row,none,back,body weight,upper back
bodyweight standing one arm row,none,back,body weight,upper back
bodyweight standing one arm row (with towel),none,back,body weight,upper back
bodyweight standing row,none,back,body weight,upper back
bodyweight standing row (with towel),none,back,body weight,upper back
bottoms-up,none,waist,body weight,abs
box jump down with one leg stabilization,none,lower legs,body weight,calves
bridge - mountain climber (cross body),none,waist,body weight,abs
burpee,none,cardio,body weight,cardiovascular system
butt-ups,none,waist,body weight,abs
butterfly yoga pose,none,upper legs,body weight,adductors
cable alternate shoulder press,none,shoulders,cable,delts
cable alternate triceps extension,none,upper arms,cable,triceps
cable assisted inverse leg curl,none,upper legs,cable,hamstrings
cable bar lateral pulldown,none,back,cable,lats
cable bench press,none,chest,cable,pectorals
cable close grip curl,none,upper arms,cable,biceps
cable concentration curl,none,upper arms,cable,biceps
cable concentration extension (on knee),none,upper arms,cable,triceps
cable cross-over lateral pulldown,none,back,cable,lats
cable cross-over revers fly,none,shoulders,cable,delts
cable cross-over variation,none,chest,cable,pectorals
cable curl,none,upper arms,cable,biceps
cable deadlift,none,upper legs,cable,glutes
cable decline fly,none,chest,cable,pectorals
cable decline one arm press,none,chest,cable,pectorals
cable decline press,none,chest,cable,pectorals
cable decline seated wide-grip row,none,back,cable,upper back
cable drag curl,none,upper arms,cable,biceps
cable floor seated wide-grip row,none,back,cable,upper back
cable forward raise,none,shoulders,cable,delts
cable front raise,none,shoulders,cable,delts
cable front shoulder raise,none,shoulders,cable,delts
cable hammer curl (with rope),none,upper arms,cable,biceps
cable high pulley overhead tricep extension,none,upper arms,cable,triceps
cable high row (kneeling),none,back,cable,upper back
cable hip adduction,none,upper legs,cable,adductors
cable incline bench press,none,chest,cable,pectorals
cable incline bench row,none,back,cable,upper back
cable incline fly,none,chest,cable,pectorals
cable incline fly (on stability ball),none,chest,cable,pectorals
cable incline pushdown,none,back,cable,lats
cable incline triceps extension,none,upper arms,cable,triceps
cable judo flip,none,waist,cable,abs
cable kickback,none,upper arms,cable,triceps
cable kneeling crunch,none,waist,cable,abs
cable kneeling rear delt row (with rope) (male),none,shoulders,cable,delts
cable kneeling triceps extension,none,upper arms,cable,triceps
cable lat pulldown full range of motion,none,back,cable,lats
cable lateral pulldown (with rope attachment),none,back,cable,lats
cable lateral pulldown with v-bar,none,back,cable,lats
cable lateral raise,none,shoulders,cable,delts
cable low fly,none,chest,cable,pectorals
cable low seated row,none,back,cable,upper back
cable lying bicep curl,none,upper arms,cable,biceps
cable lying close-grip curl,none,upper arms,cable,biceps
cable lying extension pullover (with rope attachment),none,back,cable,lats
cable lying fly,none,chest,cable,pectorals
cable lying triceps extension v. 2,none,upper arms,cable,triceps
cable middle fly,none,chest,cable,pectorals
cable one arm bent over row,none,back,cable,upper back
cable one arm curl,none,upper arms,cable,biceps
cable one arm decline chest fly,none,chest,cable,pectorals
cable one arm fly on exercise ball,none,chest,cable,pectorals
cable one arm incline fly on exercise ball,none,chest,cable,pectorals
cable one arm incline press,none,chest,cable,pectorals
cable one arm incline press on exercise ball,none,chest,cable,pectorals
cable one arm lateral bent-over,none,chest,cable,pectorals
cable one arm lateral raise,none,shoulders,cable,delts
cable one arm preacher curl,none,upper arms,cable,biceps
cable one arm press on exercise ball,none,chest,cable,pectorals
cable one arm pulldown,none,back,cable,lats
cable one arm reverse preacher curl,none,upper arms,cable,biceps
cable one arm straight back high row (kneeling),none,back,cable,upper back
cable one arm tricep pushdown,none,upper arms,cable,triceps
cable overhead curl,none,upper arms,cable,biceps
cable overhead curl on exercise ball,none,upper arms,cable,biceps
cable overhead triceps extension (rope attachment),none,upper arms,cable,triceps
cable palm rotational row,none,back,cable,upper back
cable preacher curl,none,upper arms,cable,biceps
cable press on exercise ball,none,chest,cable,pectorals
cable pull through (with rope),none,upper legs,cable,glutes
cable pulldown,none,back,cable,lats
cable pulldown (pro lat bar),none,back,cable,lats
cable pulldown bicep curl,none,upper arms,cable,biceps
cable pushdown,none,upper arms,cable,triceps
cable pushdown (straight arm) v. 2,none,back,cable,lats
cable pushdown (with rope attachment),none,upper arms,cable,triceps
cable rear delt row (stirrups),none,shoulders,cable,delts
cable rear delt row (with rope),none,shoulders,cable,delts
cable rear drive,none,upper arms,cable,triceps
cable rear pulldown,none,back,cable,lats
cable reverse crunch,none,waist,cable,abs
cable reverse curl,none,upper arms,cable,biceps
cable reverse grip triceps pushdown (sz-bar) (with arm blaster),none,upper arms,cable,triceps
cable reverse one arm curl,none,upper arms,cable,biceps
cable reverse preacher curl,none,upper arms,cable,biceps
cable reverse wrist curl,none,lower arms,cable,forearms
cable reverse-grip pushdown,none,upper arms,cable,triceps
cable reverse-grip straight back seated high row,none,back,cable,upper back
cable rope crossover seated row,none,back,cable,upper back
cable rope elevated seated row,none,back,cable,upper back
cable rope extension incline bench row,none,back,cable,upper back
cable rope hammer preacher curl,none,upper arms,cable,biceps
cable rope high pulley overhead tricep extension,none,upper arms,cable,triceps
cable rope incline tricep extension,none,upper arms,cable,triceps
cable rope lying on floor tricep extension,none,upper arms,cable,triceps
cable rope one arm hammer preacher curl,none,upper arms,cable,biceps
cable rope seated row,none,back,cable,upper back
cable russian twists (on stability ball),none,waist,cable,abs
cable seated chest press,none,chest,cable,pectorals
cable seated crunch,none,waist,cable,abs
cable seated curl,none,upper arms,cable,biceps
cable seated high row (v-bar),none,back,cable,lats
cable seated one arm alternate row,none,back,cable,upper back
cable seated one arm concentration curl,none,upper arms,cable,biceps
cable seated overhead curl,none,upper arms,cable,biceps
cable seated rear lateral raise,none,shoulders,cable,delts
cable seated row,none,back,cable,upper back
cable seated shoulder internal rotation,none,shoulders,cable,delts
cable seated twist,none,waist,cable,abs
cable seated wide-grip row,none,back,cable,upper back
cable shoulder press,none,shoulders,cable,delts
cable shrug,none,back,cable,traps
cable side bend,none,waist,cable,abs
cable side bend crunch (bosu ball),none,waist,cable,abs
cable side crunch,none,waist,cable,abs
cable squat row (with rope attachment),none,back,cable,lats
cable squatting curl,none,upper arms,cable,biceps
cable standing back wrist curl,none,lower arms,cable,forearms
cable standing calf raise,none,lower legs,cable,calves
cable standing cross-over high reverse fly,none,shoulders,cable,delts
cable standing crunch,none,waist,cable,abs
cable standing crunch (with rope attachment),none,waist,cable,abs
cable standing fly,none,chest,cable,pectorals
cable standing hip extension,none,upper legs,cable,glutes
cable standing inner curl,none,upper arms,cable,biceps
cable standing lift,none,waist,cable,abs
cable standing one arm triceps extension,none,upper arms,cable,triceps
cable standing one leg calf raise,none,lower legs,cable,calves
cable standing pulldown (with rope),none,upper arms,cable,biceps
cable standing rear delt row (with rope),none,shoulders,cable,delts
cable standing reverse grip one arm overhead tricep extension,none,upper arms,cable,triceps
cable standing row (v-bar),none,back,cable,upper back
cable standing shoulder external rotation,none,shoulders,cable,delts
cable standing twist row (v-bar),none,back,cable,upper back
cable standing up straight crossovers,none,chest,cable,pectorals
cable straight arm pulldown,none,back,cable,lats
cable straight arm pulldown (with rope),none,back,cable,lats
cable straight back seated row,none,back,cable,upper back
cable supine reverse fly,none,shoulders,cable,delts
cable thibaudeau kayak row,none,back,cable,lats
cable triceps pushdown (v-bar),none,upper arms,cable,triceps
cable triceps pushdown (v-bar) (with arm blaster),none,upper arms,cable,triceps
cable tuck reverse crunch,none,waist,cable,abs
cable twist,none,waist,cable,abs
cable twist (up-down),none,waist,cable,abs
cable twisting pull,none,back,cable,lats
cable two arm curl on incline bench,none,upper arms,cable,biceps
cable two arm tricep kickback,none,upper arms,cable,triceps
cable underhand pulldown,none,back,cable,lats
cable upper chest crossovers,none,chest,cable,pectorals
cable upper row,none,back,cable,upper back
cable upright row,none,shoulders,cable,delts
cable wide grip rear pulldown behind neck,none,back,cable,lats
cable wrist curl,none,lower arms,cable,forearms
calf push stretch with hands against wall,none,lower legs,body weight,calves
calf stretch with hands against wall,none,lower legs,body weight,calves
calf stretch with rope,none,lower legs,rope,calves
cambered bar lying row,none,back,barbell,upper back
captains chair straight leg raise,none,waist,body weight,abs
chair leg extended stretch,none,upper legs,body weight,quads
chest and front of shoulder stretch,none,chest,body weight,pectorals
chest dip,none,chest,body weight,pectorals
chest dip (on dip-pull-up cage),none,chest,body weight,pectorals
chest dip on straight bar,none,chest,body weight,pectorals
chest stretch with exercise ball,none,chest,stability ball,pectorals
chest tap push-up (male),none,chest,body weight,pectorals
chin-up,none,back,body weight,lats
chin-ups (narrow parallel grip),none,back,body weight,upper back
circles knee stretch,none,lower legs,body weight,calves
clap push up,none,chest,body weight,pectorals
clock push-up,none,chest,body weight,pectorals
close grip chin-up,none,back,body weight,lats
close-grip push-up,none,upper arms,body weight,triceps
close-grip push-up (on knees),none,upper arms,body weight,triceps
cocoons,none,waist,body weight,abs
crab twist toe touch,none,waist,body weight,abs
cross body crunch,none,waist,body weight,abs
crunch (hands overhead),none,waist,body weight,abs
crunch (on stability ball),none,waist,stability ball,abs
"crunch (on stability ball, arms straight)",none,waist,stability ball,abs
crunch floor,none,waist,body weight,abs
curl-up,none,waist,body weight,abs
curtsey squat,none,upper legs,body weight,glutes
cycle cross trainer,none,cardio,leverage machine,cardiovascular system
dead bug,none,waist,body weight,abs
decline crunch,none,waist,body weight,abs
decline push-up,none,chest,body weight,pectorals
decline sit-up,none,waist,body weight,abs
deep push up,none,chest,dumbbell,pectorals
diamond push-up,none,upper arms,body weight,triceps
donkey calf raise,none,lower legs,body weight,calves
drop push up,none,chest,body weight,pectorals
dumbbell alternate biceps curl,none,upper arms,dumbbell,biceps
dumbbell alternate biceps curl (with arm blaster),none,upper arms,dumbbell,biceps
dumbbell alternate hammer preacher curl,none,upper arms,dumbbell,biceps
dumbbell alternate preacher curl,none,upper arms,dumbbell,biceps
dumbbell alternate seated hammer curl,none,upper arms,dumbbell,biceps
dumbbell alternate side press,none,shoulders,dumbbell,delts
dumbbell alternating bicep curl with leg raised on exercise ball,none,upper arms,dumbbell,biceps
dumbbell alternating seated bicep curl on exercise ball,none,upper arms,dumbbell,biceps
dumbbell arnold press,none,shoulders,dumbbell,delts
dumbbell arnold press v. 2,none,shoulders,dumbbell,delts
dumbbell around pullover,none,chest,dumbbell,pectorals
dumbbell bench press,none,chest,dumbbell,pectorals
dumbbell bench seated press,none,shoulders,dumbbell,delts
dumbbell bench squat,none,upper legs,dumbbell,glutes
dumbbell bent over row,none,back,dumbbell,upper back
dumbbell bicep curl lunge with bowling motion,none,upper arms,dumbbell,biceps
dumbbell bicep curl on exercise ball with leg raised,none,upper arms,dumbbell,biceps
dumbbell bicep curl with stork stance,none,upper arms,dumbbell,biceps
dumbbell biceps curl,none,upper arms,dumbbell,biceps
dumbbell biceps curl (with arm blaster),none,upper arms,dumbbell,biceps
dumbbell biceps curl reverse,none,upper arms,dumbbell,biceps
dumbbell biceps curl squat,none,upper arms,dumbbell,biceps
dumbbell biceps curl v sit on bosu ball,none,upper arms,dumbbell,biceps
dumbbell burpee,none,cardio,dumbbell,cardiovascular system
dumbbell clean,none,upper legs,dumbbell,glutes
dumbbell close grip press,none,upper arms,dumbbell,triceps
dumbbell close-grip press,none,upper arms,dumbbell,triceps
dumbbell concentration curl,none,upper arms,dumbbell,biceps
dumbbell contralateral forward lunge,none,upper legs,dumbbell,glutes
dumbbell cross body hammer curl,none,upper arms,dumbbell,biceps
dumbbell cross body hammer curl v. 2,none,upper arms,dumbbell,biceps
dumbbell cuban press,none,shoulders,dumbbell,delts
dumbbell cuban press v. 2,none,shoulders,dumbbell,delts
dumbbell deadlift,none,upper legs,dumbbell,glutes
dumbbell decline bench press,none,chest,dumbbell,pectorals
dumbbell decline fly,none,chest,dumbbell,pectorals
dumbbell decline hammer press,none,chest,dumbbell,pectorals
dumbbell decline one arm fly,none,chest,dumbbell,pectorals
dumbbell decline one arm hammer press,none,upper arms,dumbbell,triceps
dumbbell decline shrug,none,back,dumbbell,traps
dumbbell decline shrug v. 2,none,back,dumbbell,traps
dumbbell decline triceps extension,none,upper arms,dumbbell,triceps
dumbbell decline twist fly,none,chest,dumbbell,pectorals
dumbbell finger curls,none,lower arms,dumbbell,forearms
dumbbell fly,none,chest,dumbbell,pectorals
dumbbell fly on exercise ball,none,chest,dumbbell,pectorals
dumbbell forward lunge triceps extension,none,upper arms,dumbbell,triceps
dumbbell front raise,none,shoulders,dumbbell,delts
dumbbell front raise v. 2,none,shoulders,dumbbell,delts
dumbbell full can lateral raise,none,shoulders,dumbbell,delts
dumbbell goblet squat,none,upper legs,dumbbell,quads
dumbbell hammer curl,none,upper arms,dumbbell,biceps
dumbbell hammer curl on exercise ball,none,upper arms,dumbbell,biceps
dumbbell hammer curl v. 2,none,upper arms,dumbbell,biceps
dumbbell hammer curls (with arm blaster),none,upper arms,dumbbell,biceps
dumbbell high curl,none,upper arms,dumbbell,biceps
dumbbell incline alternate press,none,chest,dumbbell,pectorals
dumbbell incline bench press,none,chest,dumbbell,pectorals
dumbbell incline biceps curl,none,upper arms,dumbbell,biceps
dumbbell incline breeding,none,chest,dumbbell,pectorals
dumbbell incline curl,none,upper arms,dumbbell,biceps
dumbbell incline curl v. 2,none,upper arms,dumbbell,biceps
dumbbell incline fly,none,chest,dumbbell,pectorals
dumbbell incline fly on exercise ball,none,chest,dumbbell,pectorals
dumbbell incline hammer curl,none,upper arms,dumbbell,biceps
dumbbell incline hammer press,none,chest,dumbbell,pectorals
dumbbell incline hammer press on exercise ball,none,upper arms,dumbbell,triceps
dumbbell incline inner biceps curl,none,upper arms,dumbbell,biceps
dumbbell incline one arm fly,none,chest,dumbbell,pectorals
dumbbell incline one arm fly on exercise ball,none,chest,dumbbell,pectorals
dumbbell incline one arm hammer press,none,upper arms,dumbbell,triceps
dumbbell incline one arm hammer press on exercise ball,none,upper arms,dumbbell,triceps
dumbbell incline one arm lateral raise,none,shoulders,dumbbell,delts
dumbbell incline one arm press,none,chest,dumbbell,pectorals
dumbbell incline one arm press on exercise ball,none,chest,dumbbell,pectorals
dumbbell incline palm-in press,none,chest,dumbbell,pectorals
dumbbell incline press on exercise ball,none,chest,dumbbell,pectorals
dumbbell incline raise,none,shoulders,dumbbell,delts
dumbbell incline rear lateral raise,none,shoulders,dumbbell,delts
dumbbell incline row,none,back,dumbbell,upper back
dumbbell incline shoulder raise,none,chest,dumbbell,serratus anterior
dumbbell incline shrug,none,back,dumbbell,traps
dumbbell incline t-raise,none,shoulders,dumbbell,delts
dumbbell incline triceps extension,none,upper arms,dumbbell,triceps
dumbbell incline twisted flyes,none,chest,dumbbell,pectorals
dumbbell incline two arm extension,none,upper arms,dumbbell,triceps
dumbbell incline y-raise,none,back,dumbbell,upper back
dumbbell iron cross,none,shoulders,dumbbell,delts
dumbbell kickback,none,upper arms,dumbbell,triceps
dumbbell kickbacks on exercise ball,none,upper arms,dumbbell,triceps
dumbbell kneeling bicep curl exercise ball,none,upper arms,dumbbell,biceps
dumbbell lateral raise,none,shoulders,dumbbell,delts
dumbbell lateral to front raise,none,shoulders,dumbbell,delts
dumbbell lunge,none,upper legs,dumbbell,glutes
dumbbell lunge with bicep curl,none,upper arms,dumbbell,biceps
dumbbell lying extension (across face),none,upper arms,dumbbell,triceps
dumbbell lying alternate extension,none,upper arms,dumbbell,triceps
dumbbell lying elbow press,none,upper arms,dumbbell,triceps
dumbbell lying external shoulder rotation,none,shoulders,dumbbell,delts
dumbbell lying femoral,none,upper legs,dumbbell,hamstrings
dumbbell lying hammer press,none,chest,dumbbell,pectorals
dumbbell lying on floor rear delt raise,none,shoulders,dumbbell,delts
dumbbell lying one arm deltoid rear,none,shoulders,dumbbell,delts
dumbbell lying one arm press,none,chest,dumbbell,pectorals
dumbbell lying one arm press v. 2,none,chest,dumbbell,pectorals
dumbbell lying one arm pronated triceps extension,none,upper arms,dumbbell,triceps
dumbbell lying one arm rear lateral raise,none,shoulders,dumbbell,delts
dumbbell lying one arm supinated triceps extension,none,upper arms,dumbbell,triceps
dumbbell lying pronation,none,lower arms,dumbbell,forearms
dumbbell lying pronation on floor,none,lower arms,dumbbell,forearms
dumbbell lying pullover on exercise ball,none,chest,dumbbell,pectorals
dumbbell lying rear delt row,none,back,dumbbell,upper back
dumbbell lying rear lateral raise,none,shoulders,dumbbell,delts
dumbbell lying single extension,none,upper arms,dumbbell,triceps
